id,name,cgpa,marks,department,yearOfStudy,className,classAdvisorName
24CS031,John Hernandez,8.68,84.0,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS032,Rachel Thompson,6.1,46.4,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS033,Jane White,8.47,72.3,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS034,Zack Brown,8.5,81.3,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS035,Chloe Lee,6.12,61.1,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS036,Paula Johnson,8.8,78.4,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS037,Nina Clark,8.87,68.4,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS038,Julia Johnson,8.25,62.1,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS039,Bob Williams,7.61,66.1,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS040,Aiden Harris,8.22,70.5,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS041,Yara White,8.9,78.9,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS042,John Martinez,7.27,63.1,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS043,Jane White,6.9,66.3,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS044,George Jones,7.74,58.5,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS045,Tina Young,8.04,64.8,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS046,Rachel Brown,7.16,64.7,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS047,Quinn Wilson,9.67,88.0,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS048,Jane Young,7.86,66.3,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS049,Lily Walker,7.12,72.5,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS050,Rachel Hernandez,8.27,76.9,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS051,Rachel Anderson,6.1,51.1,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS052,Tina Martin,5.73,61.7,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS053,Ethan Lee,9.09,79.2,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS054,Kevin Young,9.96,83.9,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS055,Nina Thompson,8.15,63.7,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS056,Nina Hall,6.48,66.2,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS057,Emily Martinez,6.25,62.7,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS058,Charlie Lewis,9.81,89.0,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS059,John Hall,8.69,74.3,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS060,Xavier Davis,7.23,63.3,CSE,1st,CSE-2,Dr. Uma Moorthy
24CS061,Hannah Thompson,8.03,78.5,CSE,1st,CSE-3,Dr. Jagan Nair
24CS062,Fiona Williams,7.96,78.5,CSE,1st,CSE-3,Dr. Jagan Nair
24CS063,Ian Young,7.06,77.5,CSE,1st,CSE-3,Dr. Jagan Nair
24CS064,Chloe Martinez,8.52,74.2,CSE,1st,CSE-3,Dr. Jagan Nair
24CS065,Jane King,7.55,73.2,CSE,1st,CSE-3,Dr. Jagan Nair
24CS066,Rachel Moore,7.56,69.8,CSE,1st,CSE-3,Dr. Jagan Nair
24CS067,Mike Jones,5.91,57.4,CSE,1st,CSE-3,Dr. Jagan Nair
24CS068,Paula Moore,7.85,68.4,CSE,1st,CSE-3,Dr. Jagan Nair
24CS069,Jack Thomas,7.91,64.6,CSE,1st,CSE-3,Dr. Jagan Nair
24CS070,Julia White,9.08,80.9,CSE,1st,CSE-3,Dr. Jagan Nair
24CS071,Sam Smith,6.97,66.5,CSE,1st,CSE-3,Dr. Jagan Nair
24CS072,Zack Wilson,7.5,58.4,CSE,1st,CSE-3,Dr. Jagan Nair
24CS073,Chloe Taylor,7.58,63.3,CSE,1st,CSE-3,Dr. Jagan Nair
24CS074,Bob Johnson,7.13,66.5,CSE,1st,CSE-3,Dr. Jagan Nair
24CS075,Diana Johnson,8.96,71.2,CSE,1st,CSE-3,Dr. Jagan Nair
24CS076,Diana Davis,9.19,78.6,CSE,1st,CSE-3,Dr. Jagan Nair
24CS077,Isabella Lewis,9.6,82.8,CSE,1st,CSE-3,Dr. Jagan Nair
24CS078,Quinn Miller,7.56,59.9,CSE,1st,CSE-3,Dr. Jagan Nair
24CS079,Fiona Moore,9.22,93.3,CSE,1st,CSE-3,Dr. Jagan Nair
24CS080,Mike King,9.21,76.9,CSE,1st,CSE-3,Dr. Jagan Nair
24CS081,Uma Martinez,6.92,54.7,CSE,1st,CSE-3,Dr. Jagan Nair
24CS082,Yara Wilson,7.87,71.4,CSE,1st,CSE-3,Dr. Jagan Nair
24CS083,Wendy Johnson,8.0,70.6,CSE,1st,CSE-3,Dr. Jagan Nair
24CS084,Rachel Davis,7.45,67.4,CSE,1st,CSE-3,Dr. Jagan Nair
24CS085,Bob Clark,8.09,66.6,CSE,1st,CSE-3,Dr. Jagan Nair
24CS086,Quinn Walker,8.88,76.1,CSE,1st,CSE-3,Dr. Jagan Nair
24CS087,Henry King,8.88,85.8,CSE,1st,CSE-3,Dr. Jagan Nair
24CS088,Kevin Jackson,8.8,85.2,CSE,1st,CSE-3,Dr. Jagan Nair
24CS089,John Young,9.08,75.9,CSE,1st,CSE-3,Dr. Jagan Nair
24CS090,Nina Williams,6.34,49.2,CSE,1st,CSE-3,Dr. Jagan Nair
24CS091,Sam Lee,8.17,60.1,CSE,1st,CSE-4,Dr. Farina Kumar
24CS092,Quinn Rodriguez,7.11,62.1,CSE,1st,CSE-4,Dr. Farina Kumar
24CS093,Bella Martin,8.73,72.1,CSE,1st,CSE-4,Dr. Farina Kumar
24CS094,Bella Lewis,8.44,77.6,CSE,1st,CSE-4,Dr. Farina Kumar
24CS095,Xavier Lee,8.24,89.7,CSE,1st,CSE-4,Dr. Farina Kumar
24CS096,Bella Thomas,6.92,42.5,CSE,1st,CSE-4,Dr. Farina Kumar
24CS097,Emily Lewis,8.76,81.0,CSE,1st,CSE-4,Dr. Farina Kumar
24CS098,Isabella Anderson,8.37,63.4,CSE,1st,CSE-4,Dr. Farina Kumar
24CS099,Julia Jackson,9.31,77.1,CSE,1st,CSE-4,Dr. Farina Kumar
24CS100,Mike Jones,8.25,59.2,CSE,1st,CSE-4,Dr. Farina Kumar
24CS101,Jack Martinez,9.6,93.8,CSE,1st,CSE-4,Dr. Farina Kumar
24CS102,Oliver Clark,8.5,71.4,CSE,1st,CSE-4,Dr. Farina Kumar
24CS103,Kevin Williams,7.99,71.4,CSE,1st,CSE-4,Dr. Farina Kumar
24CS104,Lily Hernandez,9.37,80.9,CSE,1st,CSE-4,Dr. Farina Kumar
24CS105,Grace Clark,9.45,92.1,CSE,1st,CSE-4,Dr. Farina Kumar
24CS106,Laura Anderson,8.27,78.0,CSE,1st,CSE-4,Dr. Farina Kumar
24CS107,John Robinson,9.14,76.2,CSE,1st,CSE-4,Dr. Farina Kumar
24CS108,Fiona Martin,9.05,72.0,CSE,1st,CSE-4,Dr. Farina Kumar
24CS109,Ethan Williams,9.12,87.8,CSE,1st,CSE-4,Dr. Farina Kumar
24CS110,Nina Young,7.28,60.4,CSE,1st,CSE-4,Dr. Farina Kumar
24CS111,Paula Miller,7.41,73.6,CSE,1st,CSE-4,Dr. Farina Kumar
24CS112,Emily Hernandez,8.07,68.5,CSE,1st,CSE-4,Dr. Farina Kumar
24CS113,Chloe Jackson,8.97,81.4,CSE,1st,CSE-4,Dr. Farina Kumar
24CS114,Wendy Jones,8.6,79.6,CSE,1st,CSE-4,Dr. Farina Kumar
24CS115,Wendy Young,7.72,78.7,CSE,1st,CSE-4,Dr. Farina Kumar
24CS116,Chloe Martinez,5.85,54.3,CSE,1st,CSE-4,Dr. Farina Kumar
24CS117,Ian Lee,6.09,54.3,CSE,1st,CSE-4,Dr. Farina Kumar
24CS118,Wendy King,8.65,77.8,CSE,1st,CSE-4,Dr. Farina Kumar
24CS119,John Moore,5.84,55.8,CSE,1st,CSE-4,Dr. Farina Kumar
24CS120,Victor Robinson,7.12,64.1,CSE,1st,CSE-4,Dr. Farina Kumar
23CS001,Diana Walker,10.0,82.0,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS002,Emily Jones,8.45,81.7,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS003,Hannah Jones,7.71,71.1,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS004,Charlie Lewis,8.93,66.4,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS005,George White,6.39,59.6,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS006,Lily Jackson,7.7,64.2,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS007,Kevin White,7.2,66.7,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS008,Zack Allen,8.46,67.7,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS009,Emily King,8.29,65.3,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS010,Bob Rodriguez,7.91,71.2,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS011,Quinn King,8.25,68.4,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS012,Tina White,9.42,95.0,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS013,Quinn Garcia,8.41,82.8,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS014,Zack White,7.39,58.5,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS015,Julia Hernandez,8.11,55.7,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS016,Xavier Rodriguez,9.27,82.5,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS017,Zack King,6.91,59.6,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS018,Nina Lee,8.13,71.1,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS019,Fiona Clark,6.99,62.2,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS020,Tina Rodriguez,7.71,80.0,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS021,Sam Walker,8.09,81.7,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS022,Kevin Wilson,7.71,68.7,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS023,Jack Anderson,8.9,91.2,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS024,Fiona Jackson,6.52,70.4,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS025,Jane Harris,8.01,71.2,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS026,Diana Walker,7.68,78.1,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS027,Tina Robinson,7.59,57.8,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS028,Wendy King,7.34,65.5,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS029,Isabella Jones,7.38,63.0,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS030,Bob Taylor,6.86,64.1,CSE,2nd,CSE-5,Dr. Mani Kumar
23CS031,Wendy Williams,8.59,62.0,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS032,Jack White,7.27,59.0,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS033,Diana Young,6.53,58.0,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS034,Ethan Thomas,6.66,48.8,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS035,Rachel Harris,9.39,86.4,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS036,Laura Brown,8.42,73.4,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS037,Henry Miller,6.73,66.0,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS038,Alice Anderson,8.04,64.1,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS039,Diana Allen,7.16,63.6,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS040,Finn Lewis,8.88,79.8,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS041,Henry Smith,6.84,63.3,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS042,Fiona Martinez,7.73,66.1,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS043,Laura Thomas,6.86,70.5,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS044,Victor Martin,7.8,73.2,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS045,Daniel Moore,8.16,73.9,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS046,Lily Moore,9.32,81.9,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS047,Mike Rodriguez,8.05,79.5,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS048,Zack Thompson,8.1,74.4,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS049,Aiden Lee,5.43,62.8,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS050,Sam Robinson,9.3,90.5,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS051,Sam Rodriguez,6.75,64.8,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS052,Alice Lewis,7.68,59.7,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS053,Xavier White,7.69,67.2,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS054,Caleb Hall,8.3,87.2,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS055,Mike Lee,8.01,68.3,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS056,John Harris,9.34,79.8,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS057,Lily Garcia,8.16,71.9,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS058,Uma Taylor,6.85,63.3,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS059,Bella Lee,5.89,60.6,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS060,Mike Garcia,8.55,72.0,CSE,2nd,CSE-6,Prof. Rajesh Varman
23CS061,Alice Garcia,6.95,63.8,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS062,Ian Thompson,8.11,67.8,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS063,Daniel Moore,7.62,76.8,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS064,Aiden Taylor,9.68,81.9,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS065,Alice Davis,10.0,92.7,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS066,Uma Lee,8.67,88.2,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS067,Oliver Wilson,6.75,65.9,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS068,Daniel Williams,7.8,72.4,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS069,Quinn Robinson,7.85,75.5,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS070,Caleb Miller,8.62,73.6,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS071,Mike Smith,6.64,62.0,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS072,Jack Walker,7.93,80.4,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS073,Nina Young,7.69,66.3,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS074,Ethan Jackson,6.91,68.7,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS075,Tina Anderson,7.14,78.6,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS076,Jack Young,6.6,61.9,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS077,Hannah Young,6.49,57.8,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS078,Quinn Rodriguez,9.14,85.9,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS079,Xavier Walker,6.3,67.8,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS080,Fiona Moore,8.68,86.5,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS081,Diana Rodriguez,7.69,74.3,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS082,Laura Thomas,7.58,63.0,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS083,Yara Young,8.09,79.9,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS084,Uma Thompson,7.79,63.5,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS085,Uma Anderson,7.5,67.9,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS086,George Jones,8.49,78.6,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS087,Aiden Moore,7.47,75.8,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS088,Yara Garcia,7.87,69.2,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS089,Henry Young,6.93,66.1,CSE,2nd,CSE-7,Dr. Bala Moorthy
23CS090,Xavier Harris,6.44,51.0,CSE,2nd,CSE-7,Dr. Bala Moorthy
22CS001,Kevin Young,8.48,72.3,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS002,Rachel Brown,7.05,59.6,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS003,Yara Smith,8.78,79.3,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS004,Mike Martin,7.14,51.9,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS005,Julia Brown,8.72,85.6,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS006,Chloe Hall,7.31,78.9,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS007,Caleb Williams,8.13,73.7,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS008,Isabella Anderson,6.9,72.1,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS009,Uma Anderson,8.41,76.0,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS010,Ian Jackson,7.55,62.5,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS011,Kevin Taylor,9.47,73.8,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS012,Finn Anderson,8.48,71.0,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS013,Paula Robinson,8.13,73.9,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS014,Victor Martinez,6.71,54.5,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS015,Oliver Hernandez,7.54,81.2,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS016,Zack Jones,8.66,68.4,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS017,Fiona Miller,7.22,63.6,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS018,Xavier Jackson,7.32,63.1,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS019,Bob Anderson,9.04,84.4,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS020,Xavier Jones,8.18,82.9,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS021,Alice King,9.15,76.6,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS022,Uma Allen,8.55,79.5,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS023,Laura Hernandez,8.73,83.1,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS024,Bob Harris,9.87,88.9,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS025,Caleb Taylor,9.61,80.2,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS026,Bella Garcia,6.64,76.6,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS027,Nina Garcia,7.62,71.1,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS028,Julia Allen,7.87,80.1,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS029,Diana Anderson,7.1,75.6,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS030,Grace Brown,6.97,63.6,CSE,3rd,CSE-8,Dr. Chitra Shankar
22CS031,Fiona Robinson,6.78,76.1,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS032,Rachel Johnson,8.35,78.7,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS033,Jane Williams,8.24,64.6,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS034,Paula Jackson,8.34,78.8,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS035,Paula Johnson,8.44,75.9,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS036,Chloe Young,7.64,72.8,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS037,Tina Martinez,9.35,80.2,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS038,Nina Johnson,7.74,76.4,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS039,Bella Davis,7.42,62.0,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS040,Tina Smith,8.15,78.1,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS041,Wendy Lee,8.27,91.0,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS042,Chloe Davis,7.42,66.7,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS043,Lily Hall,8.18,84.8,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS044,Diana White,7.72,66.4,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS045,Daniel Martinez,8.3,62.8,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS046,Mike Jackson,6.77,67.8,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS047,Mike Smith,6.72,60.1,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS048,Sam Young,8.1,59.5,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS049,Ethan Thompson,7.35,66.1,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS050,Lily Wilson,8.21,79.6,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS051,Kevin Thompson,7.01,58.7,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS052,Jane Lewis,9.26,80.1,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS053,Hannah Hernandez,8.95,84.8,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS054,Laura Jones,7.73,69.9,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS055,Hannah Martinez,6.44,73.9,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS056,Ethan Rodriguez,8.65,74.0,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS057,Aiden Jones,8.53,81.3,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS058,Oliver White,7.41,69.6,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS059,Victor Hall,7.65,68.4,CSE,3rd,CSE-9,Dr. Indu Murugan
22CS060,Grace Lee,8.81,86.3,CSE,3rd,CSE-9,Dr. Indu Murugan
21CS001,Ethan Miller,9.38,83.7,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS002,Sam Hall,5.0,65.5,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS003,Henry Hall,7.53,64.0,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS004,Alice Hernandez,8.26,70.6,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS005,Tina White,8.5,82.7,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS006,Sam Thomas,8.58,74.1,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS007,Julia Martinez,6.81,59.7,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS008,Nina Thomas,6.73,53.6,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS009,John Allen,7.76,71.9,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS010,Ethan Harris,7.1,75.9,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS011,Oliver Allen,6.59,66.2,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS012,Ian Anderson,9.07,80.2,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS013,Xavier Jackson,9.37,92.4,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS014,Wendy Lewis,6.68,68.4,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS015,Daniel Williams,6.65,54.2,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS016,Mike Hernandez,9.08,95.2,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS017,Nina White,9.23,78.0,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS018,Bella Hall,8.7,89.6,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS019,Charlie Davis,7.23,72.4,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS020,Nina Martin,6.71,68.5,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS021,Ian Johnson,6.64,76.5,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS022,Quinn Martin,8.34,68.0,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS023,Wendy Wilson,8.66,74.0,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS024,Grace White,7.75,73.6,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS025,Aiden Moore,9.74,73.0,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS026,Bob Martinez,7.99,75.7,CSE,4th,CSE-10,Prof. Priya Lakshmi
21CS027,Caleb Hernandez,8.34,69.1,CSE,4th,CSE-10,Prof. Priya Lakshmi
